Level,Theme,Set,SetTitle,Vietnamese,Japanese,Source
"B1","健康・安全","1","受診と治療","bảo hiểm y tế","健康保険","draft"
"B1","健康・安全","1","受診と治療","phòng khám","診療所","draft"
"B1","健康・安全","1","受診と治療","nha sĩ","歯科医","draft"
"B1","健康・安全","1","受診と治療","đặt lịch","日時を予約する","draft"
"B1","健康・安全","1","受診と治療","lịch khám","診察予定","draft"
"B1","健康・安全","1","受診と治療","tái khám","再診を受ける","draft"
"B1","健康・安全","1","受診と治療","hồi phục","回復する","draft"
"B1","健康・安全","2","体調と生活習慣","dinh dưỡng","栄養","draft"
"B1","健康・安全","2","体調と生活習慣","chế độ ăn","食生活・食事療法","draft"
"B1","健康・安全","2","体調と生活習慣","chất đạm","たんぱく質","draft"
"B1","健康・安全","2","体調と生活習慣","chất béo","脂質","draft"
"B1","健康・安全","2","体調と生活習慣","chất xơ","食物繊維","draft"
"B1","健康・安全","2","体調と生活習慣","vitamin","ビタミン","draft"
"B1","健康・安全","2","体調と生活習慣","dịch bệnh","流行病","draft"
"B1","健康・安全","2","体調と生活習慣","cảm cúm","かぜ・インフルエンザ","draft"
"B1","健康・安全","2","体調と生活習慣","tiêu chảy","下痢","draft"
"B1","健康・安全","2","体調と生活習慣","táo bón","便秘","draft"
"B1","健康・安全","2","体調と生活習慣","mất ngủ","不眠","draft"
"B1","健康・安全","2","体調と生活習慣","huyết áp","血圧","draft"
"B1","健康・安全","2","体調と生活習慣","nhịp tim","心拍","draft"
"B1","健康・安全","2","体調と生活習慣","cân bằng","バランスを取る","draft"
"B1","健康・安全","2","体調と生活習慣","thừa cân","体重超過の","draft"
"B1","健康・安全","2","体調と生活習慣","giảm cân","減量する","draft"
"B1","健康・安全","2","体調と生活習慣","tăng cân","体重が増える","draft"
"B1","健康・安全","2","体調と生活習慣","hút thuốc","喫煙する","draft"
"B1","健康・安全","2","体調と生活習慣","bỏ thuốc","禁煙する","draft"
"B1","健康・安全","2","体調と生活習慣","vận động","体を動かす","draft"
"B1","健康・安全","3","緊急時と安全","tai nạn","事故","draft"
"B1","健康・安全","3","緊急時と安全","va chạm","衝突する","draft"
"B1","健康・安全","3","緊急時と安全","bị thương","けがをする","draft"
"B1","健康・安全","3","緊急時と安全","chảy máu","出血する","draft"
"B1","健康・安全","3","緊急時と安全","ngất","気を失う","draft"
"B1","健康・安全","3","緊急時と安全","sơ cứu","応急手当","draft"
"B1","健康・安全","3","緊急時と安全","xe cứu thương","救急車","draft"
"B1","健康・安全","3","緊急時と安全","cứu","救助する","draft"
"B1","健康・安全","3","緊急時と安全","cháy","燃える・火事","draft"
"B1","健康・安全","3","緊急時と安全","bình chữa cháy","消火器","draft"
"B1","健康・安全","3","緊急時と安全","thoát hiểm","危険から脱出する","draft"
"B1","健康・安全","3","緊急時と安全","lối thoát hiểm","非常口","draft"
"B1","健康・安全","3","緊急時と安全","khẩn cấp","緊急の","draft"
"B1","健康・安全","3","緊急時と安全","cảnh báo","警告する","draft"
"B1","健康・安全","3","緊急時と安全","đề phòng","用心する","draft"
"B1","健康・安全","3","緊急時と安全","mất cắp","盗難に遭う","draft"
"B1","健康・安全","3","緊急時と安全","trộm","盗む・泥棒","draft"
"B1","健康・安全","3","緊急時と安全","báo cảnh sát","警察に通報する","draft"
"B1","健康・安全","3","緊急時と安全","số khẩn cấp","緊急電話番号","draft"
"B1","健康・安全","3","緊急時と安全","tìm kiếm","捜索する","draft"
"B1","旅・体験","1","旅を深める","khám phá","探検・発見する","draft"
"B1","旅・体験","1","旅を深める","trải nghiệm","体験する","draft"
"B1","旅・体験","1","旅を深める","hành trình","旅の道のり","draft"
"B1","旅・体験","1","旅を深める","điểm tham quan","観光スポット","draft"
"B1","旅・体験","1","旅を深める","di sản","遺産","draft"
"B1","旅・体験","1","旅を深める","danh lam thắng cảnh","名勝地","draft"
"B1","旅・体験","1","旅を深める","đặc sản","特産品","draft"
"B1","旅・体験","1","旅を深める","ẩm thực","食文化","draft"
"B1","旅・体験","1","旅を深める","phong tục","風習","draft"
"B1","旅・体験","1","旅を深める","tập quán","慣習","draft"
"B1","旅・体験","1","旅を深める","bản sắc","独自性・アイデンティティ","legacy-match"
"B1","旅・体験","1","旅を深める","địa phương","地方・現地","draft"
"B1","旅・体験","1","旅を深める","người bản địa","地元の人・先住民","draft"
"B1","旅・体験","1","旅を深める","lưu trú","滞在する","draft"
"B1","旅・体験","1","旅を深める","nhà nghỉ","簡易宿泊施設","draft"
"B1","旅・体験","1","旅を深める","khu nghỉ dưỡng","リゾート施設","draft"
"B1","旅・体験","1","旅を深める","lều","テント","draft"
"B1","旅・体験","1","旅を深める","túi ngủ","寝袋","draft"
"B1","旅・体験","1","旅を深める","đường mòn","踏み分け道","draft"
"B1","旅・体験","1","旅を深める","chuyến tham quan","観光ツアー","draft"
"B1","旅・体験","2","旅のトラブル","trễ","遅れる","draft"
"B1","旅・体験","2","旅のトラブル","chậm chuyến","運行が遅れる","draft"
"B1","旅・体験","2","旅のトラブル","hủy chuyến","欠航・運休する","draft"
"B1","旅・体験","2","旅のトラブル","lạc đường","道に迷う","draft"
"B1","旅・体験","2","旅のトラブル","thất lạc","紛失する","draft"
"B1","旅・体験","2","旅のトラブル","mất hành lý","荷物を紛失する","draft"
"B1","旅・体験","2","旅のトラブル","hết chỗ","満席・満室の","draft"
"B1","旅・体験","2","旅のトラブル","quá cảnh","乗り継ぎで立ち寄る","draft"
"B1","旅・体験","2","旅のトラブル","nhập cảnh","入国する","draft"
"B1","旅・体験","2","旅のトラブル","xuất cảnh","出国する","draft"
"B1","旅・体験","2","旅のトラブル","gia hạn","期限を延長する","draft"
"B1","旅・体験","2","旅のトラブル","đại sứ quán","大使館","draft"
"B1","旅・体験","2","旅のトラブル","lãnh sự quán","領事館","draft"
"B1","旅・体験","2","旅のトラブル","giấy tờ","証明書類","draft"
"B1","旅・体験","2","旅のトラブル","bản sao","写し・コピー","draft"
"B1","旅・体験","2","旅のトラブル","bản gốc","原本","draft"
"B1","旅・体験","2","旅のトラブル","dịch vụ hỗ trợ","支援サービス","draft"
"B1","旅・体験","2","旅のトラブル","đền bù","損害を補償する","draft"
"B1","旅・体験","2","旅のトラブル","say xe","乗り物酔いをする","draft"
"B1","旅・体験","2","旅のトラブル","sự cố","予期しない不具合","draft"
"B1","旅・体験","3","地理と風景","đồng bằng","平野","draft"
"B1","旅・体験","3","地理と風景","cao nguyên","高原","draft"
"B1","旅・体験","3","地理と風景","thung lũng","谷","draft"
"B1","旅・体験","3","地理と風景","bờ biển","海岸","draft"
"B1","旅・体験","3","地理と風景","bờ sông","川岸","draft"
"B1","旅・体験","3","地理と風景","vịnh","湾","draft"
"B1","旅・体験","3","地理と風景","bán đảo","半島","draft"
"B1","旅・体験","3","地理と風景","quần đảo","諸島","draft"
"B1","旅・体験","3","地理と風景","biên giới","国境","draft"
"B1","旅・体験","3","地理と風景","lãnh thổ","領土","draft"
"B1","旅・体験","3","地理と風景","thủ đô","首都","draft"
"B1","旅・体験","3","地理と風景","tỉnh","省（行政区）","draft"
"B1","旅・体験","3","地理と風景","huyện","県（行政区）","draft"
"B1","旅・体験","3","地理と風景","xã","村・社（行政区）","draft"
"B1","旅・体験","3","地理と風景","miền Bắc","北部地方","draft"
"B1","旅・体験","3","地理と風景","miền Trung","中部地方","draft"
"B1","旅・体験","3","地理と風景","miền Nam","南部地方","draft"
"B1","旅・体験","3","地理と風景","phía đông","東側","draft"
"B1","旅・体験","3","地理と風景","phía tây","西側","draft"
"B1","旅・体験","3","地理と風景","khí hậu","気候","draft"
"B1","技術・デジタル","1","端末と操作","thiết bị","機器","draft"
"B1","技術・デジタル","1","端末と操作","phần mềm","ソフトウェア","draft"
"B1","技術・デジタル","1","端末と操作","phần cứng","ハードウェア","draft"
"B1","技術・デジタル","1","端末と操作","hệ điều hành","OS","draft"
"B1","技術・デジタル","1","端末と操作","trình duyệt","ブラウザー","draft"
"B1","技術・デジタル","1","端末と操作","tệp","ファイル","draft"
"B1","技術・デジタル","1","端末と操作","thư mục","フォルダー","draft"
"B1","技術・デジタル","1","端末と操作","dữ liệu","データ","draft"
"B1","技術・デジタル","1","端末と操作","bộ nhớ","メモリー","draft"
"B1","技術・デジタル","1","端末と操作","dung lượng","容量","draft"
"B1","技術・デジタル","1","端末と操作","cài đặt","インストール・設定する","draft"
"B1","技術・デジタル","1","端末と操作","khởi động","起動する","draft"
"B1","技術・デジタル","1","端末と操作","khởi động lại","再起動する","draft"
"B1","技術・デジタル","1","端末と操作","nâng cấp","アップグレードする","draft"
"B1","技術・デジタル","1","端末と操作","sao lưu","バックアップする","draft"
"B1","技術・デジタル","1","端末と操作","khôi phục","復元する","draft"
"B1","技術・デジタル","1","端末と操作","lỗi","エラー","draft"
"B1","技術・デジタル","1","端末と操作","sửa lỗi","不具合を修正する","draft"
"B1","技術・デジタル","1","端末と操作","tốc độ","速度","draft"
"B1","技術・デジタル","1","端末と操作","tín hiệu","信号","draft"
"B1","技術・デジタル","2","ネットの利用","mạng xã hội","SNS","draft"
"B1","技術・デジタル","2","ネットの利用","bài đăng","投稿","draft"
"B1","技術・デジタル","2","ネットの利用","bình luận","コメント","draft"
"B1","技術・デジタル","2","ネットの利用","người theo dõi","フォロワー","draft"
"B1","技術・デジタル","2","ネットの利用","lượt xem","閲覧回数","draft"
"B1","技術・デジタル","2","ネットの利用","phát trực tiếp","ライブ配信する","draft"
"B1","技術・デジタル","2","ネットの利用","video","動画","draft"
"B1","技術・デジタル","2","ネットの利用","âm thanh","音声","draft"
"B1","技術・デジタル","2","ネットの利用","hình ảnh","画像","draft"
"B1","技術・デジタル","2","ネットの利用","quảng cáo","広告","draft"
"B1","技術・デジタル","2","ネットの利用","tìm trên mạng","ネットで検索する","draft"
"B1","技術・デジタル","2","ネットの利用","công cụ tìm kiếm","検索エンジン","draft"
"B1","技術・デジタル","2","ネットの利用","từ khóa","キーワード","draft"
"B1","技術・デジタル","2","ネットの利用","thông báo đẩy","プッシュ通知","draft"
"B1","技術・デジタル","2","ネットの利用","đính kèm","添付する","draft"
"B1","技術・デジタル","2","ネットの利用","chuyển tiếp","転送する","draft"
"B1","技術・デジタル","2","ネットの利用","hộp thư","メールボックス","draft"
"B1","技術・デジタル","2","ネットの利用","thư rác","迷惑メール","draft"
"B1","技術・デジタル","2","ネットの利用","cuộc gọi video","ビデオ通話","draft"
"B1","技術・デジタル","2","ネットの利用","trực tuyến","オンラインの","draft"
"B1","技術・デジタル","3","ネットの安全","bảo mật","機密・セキュリティ保護","draft"
"B1","技術・デジタル","3","ネットの安全","quyền riêng tư","プライバシー","draft"
"B1","技術・デジタル","3","ネットの安全","thông tin cá nhân","個人情報","draft"
"B1","技術・デジタル","3","ネットの安全","mã xác nhận","確認コード","draft"
"B1","技術・デジタル","3","ネットの安全","xác thực","認証する","draft"
"B1","技術・デジタル","3","ネットの安全","đăng ký tài khoản","アカウントを作成する","draft"
"B1","技術・デジタル","3","ネットの安全","điều khoản","条項・利用条件","draft"
"B1","技術・デジタル","3","ネットの安全","quyền truy cập","アクセス権","draft"
"B1","技術・デジタル","3","ネットの安全","cho phép","許可する","draft"
"B1","技術・デジタル","3","ネットの安全","chặn","ブロックする","draft"
"B1","技術・デジタル","3","ネットの安全","lừa đảo","詐欺を行う","draft"
"B1","技術・デジタル","3","ネットの安全","giả mạo","偽装する","draft"
"B1","技術・デジタル","3","ネットの安全","đường link lạ","見知らぬリンク","draft"
"B1","技術・デジタル","3","ネットの安全","vi rút","ウイルス","draft"
"B1","技術・デジタル","3","ネットの安全","mật khẩu mạnh","強固なパスワード","draft"
"B1","技術・デジタル","3","ネットの安全","rò rỉ dữ liệu","データ漏えい","draft"
"B1","技術・デジタル","3","ネットの安全","đăng nhập lại","再ログインする","draft"
"B1","技術・デジタル","3","ネットの安全","mã hóa","暗号化する","draft"
"B1","技術・デジタル","3","ネットの安全","an ninh mạng","サイバーセキュリティ","draft"
"B1","技術・デジタル","3","ネットの安全","cảnh giác","警戒する","draft"
"B1","文化・余暇","1","芸術と作品","nghệ thuật","芸術","draft"
"B1","文化・余暇","1","芸術と作品","tác phẩm","作品","draft"
"B1","文化・余暇","1","芸術と作品","tác giả","著者・作者","draft"
"B1","文化・余暇","1","芸術と作品","nhà văn","作家","draft"
"B1","文化・余暇","1","芸術と作品","nhà thơ","詩人","draft"
"B1","文化・余暇","1","芸術と作品","họa sĩ","画家","draft"
"B1","文化・余暇","1","芸術と作品","nhạc sĩ","作曲家・音楽家","draft"
"B1","文化・余暇","1","芸術と作品","đạo diễn","監督","draft"
"B1","文化・余暇","1","芸術と作品","sân khấu","舞台","draft"
"B1","文化・余暇","1","芸術と作品","buổi biểu diễn","公演","draft"
"B1","文化・余暇","1","芸術と作品","triển lãm","展覧会","draft"
"B1","文化・余暇","1","芸術と作品","buổi hòa nhạc","コンサート","draft"
"B1","文化・余暇","1","芸術と作品","khán giả","観客","draft"
"B1","文化・余暇","1","芸術と作品","nhân vật","登場人物","draft"
"B1","文化・余暇","1","芸術と作品","cốt truyện","物語の筋","draft"
"B1","文化・余暇","1","芸術と作品","tiểu thuyết","小説","draft"
"B1","文化・余暇","1","芸術と作品","truyện ngắn","短編小説","draft"
"B1","文化・余暇","1","芸術と作品","bài thơ","詩","draft"
"B1","文化・余暇","1","芸術と作品","bài hát","歌・楽曲","draft"
"B1","文化・余暇","1","芸術と作品","giai điệu","メロディー","draft"
"B1","文化・余暇","2","行事と伝統","Tết","ベトナムの旧正月","draft"
"B1","文化・余暇","2","行事と伝統","Tết Trung thu","中秋節","draft"
"B1","文化・余暇","2","行事と伝統","lễ hội","祭り","draft"
"B1","文化・余暇","2","行事と伝統","ngày lễ","祝日","draft"
"B1","文化・余暇","2","行事と伝統","truyền thống","伝統","draft"
"B1","文化・余暇","2","行事と伝統","phong bao lì xì","お年玉袋","draft"
"B1","文化・余暇","2","行事と伝統","chúc Tết","新年のあいさつをする","draft"
"B1","文化・余暇","2","行事と伝統","bánh chưng","四角いもち米のちまき","draft"
"B1","文化・余暇","2","行事と伝統","bánh tét","筒形のもち米のちまき","draft"
"B1","文化・余暇","2","行事と伝統","hoa đào","桃の花","draft"
"B1","文化・余暇","2","行事と伝統","hoa mai","黄梅の花","draft"
"B1","文化・余暇","2","行事と伝統","mâm ngũ quả","五果のお供え","draft"
"B1","文化・余暇","2","行事と伝統","tổ tiên","祖先","draft"
"B1","文化・余暇","2","行事と伝統","thờ cúng","祭って拝む","draft"
"B1","文化・余暇","2","行事と伝統","bàn thờ","祭壇","draft"
"B1","文化・余暇","2","行事と伝統","hương","線香","draft"
"B1","文化・余暇","2","行事と伝統","áo dài","アオザイ","draft"
"B1","文化・余暇","2","行事と伝統","nón lá","円すい形の葉笠","draft"
"B1","文化・余暇","2","行事と伝統","múa rối nước","水上人形劇","draft"
"B1","文化・余暇","2","行事と伝統","dân ca","民謡","draft"
"B1","文化・余暇","3","運動と競技","thể thao","スポーツ","draft"
"B1","文化・余暇","3","運動と競技","vận động viên","スポーツ選手","draft"
"B1","文化・余暇","3","運動と競技","huấn luyện viên","コーチ","draft"
"B1","文化・余暇","3","運動と競技","trọng tài","審判","draft"
"B1","文化・余暇","3","運動と競技","đội","チーム","draft"
"B1","文化・余暇","3","運動と競技","trận đấu","試合","draft"
"B1","文化・余暇","3","運動と競技","giải đấu","大会","draft"
"B1","文化・余暇","3","運動と競技","thi đấu","競技する","draft"
"B1","文化・余暇","3","運動と競技","chiến thắng","勝利","draft"
"B1","文化・余暇","3","運動と競技","thua","負ける","draft"
"B1","文化・余暇","3","運動と競技","hòa","引き分ける","draft"
"B1","文化・余暇","3","運動と競技","tỷ số","スコア","draft"
"B1","文化・余暇","3","運動と競技","ghi bàn","得点する（球技）","draft"
"B1","文化・余暇","3","運動と競技","huy chương","メダル","draft"
"B1","文化・余暇","3","運動と競技","cúp","優勝カップ","draft"
"B1","文化・余暇","3","運動と競技","sân vận động","スタジアム","draft"
"B1","文化・余暇","3","運動と競技","phòng tập","トレーニングジム","draft"
"B1","文化・余暇","3","運動と競技","khởi động cơ thể","準備運動をする","draft"
"B1","文化・余暇","3","運動と競技","giãn cơ","ストレッチする","draft"
"B1","文化・余暇","3","運動と競技","sức bền","持久力","draft"
"B1","説明・表現","1","考えを述べる","quan điểm","見解","draft"
"B1","説明・表現","1","考えを述べる","lý do","理由","legacy-match"
"B1","説明・表現","1","考えを述べる","nguyên nhân","原因","legacy-match"
"B1","説明・表現","1","考えを述べる","hậu quả","結果としての悪影響","legacy-match"
"B1","説明・表現","1","考えを述べる","ảnh hưởng","影響","legacy-match"
"B1","説明・表現","1","考えを述べる","vấn đề","問題","draft"
"B1","説明・表現","1","考えを述べる","giải pháp","解決策","legacy-match"
"B1","説明・表現","1","考えを述べる","lựa chọn","選択肢・選ぶこと","draft"
"B1","説明・表現","1","考えを述べる","quyền lợi","権益","draft"
"B1","説明・表現","1","考えを述べる","lợi ích","利益・メリット","legacy-match"
"B1","説明・表現","1","考えを述べる","bất lợi","不利な点","draft"
"B1","説明・表現","1","考えを述べる","chứng minh","証明する","draft"
"B1","説明・表現","1","考えを述べる","khẳng định","断言する","draft"
"B1","説明・表現","1","考えを述べる","phủ nhận","否定する","draft"
"B1","説明・表現","1","考えを述べる","đề nghị","申し出・要請する","legacy-match"
"B1","説明・表現","1","考えを述べる","khuyên","助言する","draft"
"B1","説明・表現","1","考えを述べる","thuyết phục","説得する","draft"
"B1","説明・表現","1","考えを述べる","giả sử","仮に～とする","draft"
"B1","説明・表現","1","考えを述べる","theo tôi","私の考えでは","legacy-match"
"B1","説明・表現","1","考えを述べる","nói chung","一般的に言えば","legacy-match"
"B1","説明・表現","2","つながりと程度","tuy nhiên","しかしながら","draft"
"B1","説明・表現","2","つながりと程度","vì vậy","そのため","legacy-match"
"B1","説明・表現","2","つながりと程度","do đó","したがって","legacy-match"
"B1","説明・表現","2","つながりと程度","hơn nữa","そのうえ","legacy-match"
"B1","説明・表現","2","つながりと程度","ngoài ra","さらに・それ以外に","draft"
"B1","説明・表現","2","つながりと程度","ngược lại","反対に","draft"
"B1","説明・表現","2","つながりと程度","thay vì","～する代わりに","legacy-match"
"B1","説明・表現","2","つながりと程度","chẳng hạn","例えば","draft"
"B1","説明・表現","2","つながりと程度","tức là","つまり","draft"
"B1","説明・表現","2","つながりと程度","thậm chí","～でさえ","draft"
"B1","説明・表現","2","つながりと程度","ít nhất","少なくとも","draft"
"B1","説明・表現","2","つながりと程度","tối đa","最大限","draft"
"B1","説明・表現","2","つながりと程度","tối thiểu","最低限","draft"
"B1","説明・表現","2","つながりと程度","gần như","ほとんど","draft"
"B1","説明・表現","2","つながりと程度","hoàn toàn","完全に","draft"
"B1","説明・表現","2","つながりと程度","tương đối","比較的","draft"
"B1","説明・表現","2","つながりと程度","khá","かなり","draft"
"B1","説明・表現","2","つながりと程度","đặc biệt","特に","draft"
"B1","説明・表現","2","つながりと程度","chủ yếu","主に","draft"
"B1","説明・表現","2","つながりと程度","nói riêng","特定して言えば","draft"
"B1","説明・表現","3","変化と性質","tăng","増える","draft"
"B1","説明・表現","3","変化と性質","giảm","減る","draft"
"B1","説明・表現","3","変化と性質","giữ","保つ","draft"
"B1","説明・表現","3","変化と性質","tiếp tục","続ける","draft"
"B1","説明・表現","3","変化と性質","dừng","止める","draft"
"B1","説明・表現","3","変化と性質","xuất hiện","現れる","draft"
"B1","説明・表現","3","変化と性質","biến mất","消える","draft"
"B1","説明・表現","3","変化と性質","xảy ra","起こる","draft"
"B1","説明・表現","3","変化と性質","tồn tại","存在する","draft"
"B1","説明・表現","3","変化と性質","trở thành","～になる","draft"
"B1","説明・表現","3","変化と性質","phù hợp","適している","draft"
"B1","説明・表現","3","変化と性質","cần thiết","必要な","draft"
"B1","説明・表現","3","変化と性質","quan trọng","重要な","draft"
"B1","説明・表現","3","変化と性質","phổ biến","普及した・一般的な","draft"
"B1","説明・表現","3","変化と性質","hiện đại","現代的な","draft"
"B1","説明・表現","3","変化と性質","cổ điển","古典的な","draft"
"B1","説明・表現","3","変化と性質","đơn giản","単純な","draft"
"B1","説明・表現","3","変化と性質","phức tạp","複雑な","draft"
"B1","説明・表現","3","変化と性質","rõ ràng","明確な","draft"
"B1","説明・表現","3","変化と性質","chính xác","正確な","draft"
"B2","社会・公共","1","政治と制度","chính trị","政治","draft"
"B2","社会・公共","1","政治と制度","chính sách","政策","draft"
"B2","社会・公共","1","政治と制度","chính phủ","政府","draft"
"B2","社会・公共","1","政治と制度","quốc hội","国会","draft"
"B2","社会・公共","1","政治と制度","hiến pháp","憲法","draft"
"B2","社会・公共","1","政治と制度","pháp luật","法律全般","draft"
"B2","社会・公共","1","政治と制度","quy định","規定","draft"
"B2","社会・公共","1","政治と制度","quy chế","制度上の規則","draft"
"B2","社会・公共","1","政治と制度","cải cách","改革","draft"
"B2","社会・公共","1","政治と制度","bầu cử","選挙","draft"
"B2","社会・公共","1","政治と制度","cử tri","有権者","draft"
"B2","社会・公共","1","政治と制度","đại biểu","代表者","draft"
"B2","社会・公共","1","政治と制度","nhiệm kỳ","任期","draft"
"B2","社会・公共","1","政治と制度","dân chủ","民主主義","draft"
"B2","社会・公共","1","政治と制度","chủ quyền","主権","draft"
"B2","社会・公共","1","政治と制度","ngoại giao","外交","draft"
"B2","社会・公共","1","政治と制度","quan hệ quốc tế","国際関係","draft"
"B2","社会・公共","1","政治と制度","hiệp định","協定","draft"
"B2","社会・公共","1","政治と制度","đàm phán","交渉する","draft"
"B2","社会・公共","1","政治と制度","hội nghị","会議・大会議","draft"
"B2","社会・公共","2","権利と責任","nhân quyền","人権","draft"
"B2","社会・公共","2","権利と責任","bình đẳng","平等","draft"
"B2","社会・公共","2","権利と責任","công bằng","公平","draft"
"B2","社会・公共","2","権利と責任","tự do","自由","draft"
"B2","社会・公共","2","権利と責任","nghĩa vụ","義務","draft"
"B2","社会・公共","2","権利と責任","công dân","公民・国民","draft"
"B2","社会・公共","2","権利と責任","quốc tịch","国籍","draft"
"B2","社会・公共","2","権利と責任","quyền sở hữu","所有権","draft"
"B2","社会・公共","2","権利と責任","quyền tự quyết","自己決定権","draft"
"B2","社会・公共","2","権利と責任","phân biệt đối xử","差別的待遇","draft"
"B2","社会・公共","2","権利と責任","định kiến","偏見","legacy-match"
"B2","社会・公共","2","権利と責任","bất bình đẳng","不平等","draft"
"B2","社会・公共","2","権利と責任","bạo lực","暴力","draft"
"B2","社会・公共","2","権利と責任","bóc lột","搾取","draft"
"B2","社会・公共","2","権利と責任","bảo trợ","保護・後援","draft"
"B2","社会・公共","2","権利と責任","tiếp cận","アクセスする・接近する","draft"
"B2","社会・公共","2","権利と責任","hòa nhập","社会に溶け込む","draft"
"B2","社会・公共","2","権利と責任","đại diện","代表する","draft"
"B2","社会・公共","2","権利と責任","tham vấn","意見を聞いて相談する","draft"
"B2","社会・公共","2","権利と責任","trách nhiệm giải trình","説明責任","draft"
"B2","社会・公共","3","法と行政","tư pháp","司法","draft"
"B2","社会・公共","3","法と行政","tòa án","裁判所","draft"
"B2","社会・公共","3","法と行政","thẩm phán","裁判官","draft"
"B2","社会・公共","3","法と行政","công tố viên","検察官","draft"
"B2","社会・公共","3","法と行政","bị cáo","被告人","draft"
"B2","社会・公共","3","法と行政","nguyên đơn","原告","draft"
"B2","社会・公共","3","法と行政","nhân chứng","証人","draft"
"B2","社会・公共","3","法と行政","bằng chứng","証拠","draft"
"B2","社会・公共","3","法と行政","vụ án","事件・訴訟事件","draft"
"B2","社会・公共","3","法と行政","phiên tòa","法廷審理","draft"
"B2","社会・公共","3","法と行政","bản án","判決","draft"
"B2","社会・公共","3","法と行政","vi phạm","違反する","draft"
"B2","社会・公共","3","法と行政","xử phạt","処罰する","draft"
"B2","社会・公共","3","法と行政","khởi kiện","提訴する","draft"
"B2","社会・公共","3","法と行政","kháng cáo","控訴する","draft"
"B2","社会・公共","3","法と行政","thủ tục","手続き","draft"
"B2","社会・公共","3","法と行政","giấy phép","許可証","draft"
"B2","社会・公共","3","法と行政","đơn đề nghị","申請・要請書","draft"
"B2","社会・公共","3","法と行政","công chứng","公証する","draft"
"B2","社会・公共","3","法と行政","hồ sơ hành chính","行政手続きの書類","draft"
"B2","社会・公共","4","社会の変化","đô thị hóa","都市化","draft"
"B2","社会・公共","4","社会の変化","di cư","移住する","draft"
"B2","社会・公共","4","社会の変化","nhập cư","移民として入る","draft"
"B2","社会・公共","4","社会の変化","xuất cư","国外に移住する","draft"
"B2","社会・公共","4","社会の変化","già hóa dân số","人口の高齢化","draft"
"B2","社会・公共","4","社会の変化","tỷ lệ sinh","出生率","draft"
"B2","社会・公共","4","社会の変化","tuổi thọ","平均寿命・寿命","draft"
"B2","社会・公共","4","社会の変化","hộ gia đình","世帯","draft"
"B2","社会・公共","4","社会の変化","lao động","労働","draft"
"B2","社会・公共","4","社会の変化","thất nghiệp","失業","draft"
"B2","社会・公共","4","社会の変化","nghèo đói","貧困","draft"
"B2","社会・公共","4","社会の変化","an sinh xã hội","社会保障","draft"
"B2","社会・公共","4","社会の変化","phúc lợi","福利厚生・福祉","draft"
"B2","社会・公共","4","社会の変化","trợ cấp","給付金・補助金","draft"
"B2","社会・公共","4","社会の変化","lương hưu","年金","draft"
"B2","社会・公共","4","社会の変化","nhà ở xã hội","社会住宅","draft"
"B2","社会・公共","4","社会の変化","chênh lệch","格差","draft"
"B2","社会・公共","4","社会の変化","tầng lớp","社会階層","draft"
"B2","社会・公共","4","社会の変化","lối sống","生活様式","draft"
"B2","社会・公共","4","社会の変化","xu hướng","傾向・トレンド","legacy-match"
"B2","社会・公共","5","公共の課題","tham nhũng","汚職","draft"
"B2","社会・公共","5","公共の課題","minh bạch","透明性がある","draft"
"B2","社会・公共","5","公共の課題","giám sát","監督する","draft"
"B2","社会・公共","5","公共の課題","kiến nghị","建議・要望する","draft"
"B2","社会・公共","5","公共の課題","dư luận","世論","legacy-match"
"B2","社会・公共","5","公共の課題","lợi ích công cộng","公益","draft"
"B2","社会・公共","5","公共の課題","lợi ích cá nhân","個人の利益","draft"
"B2","社会・公共","5","公共の課題","xung đột","対立・紛争","draft"
"B2","社会・公共","5","公共の課題","hòa giải","和解を仲介する","draft"
"B2","社会・公共","5","公共の課題","đồng thuận","合意","draft"
"B2","社会・公共","5","公共の課題","cải thiện đời sống","生活を改善する","draft"
"B2","社会・公共","5","公共の課題","quy hoạch","都市などの計画策定","draft"
"B2","社会・公共","5","公共の課題","phân bổ","配分する","draft"
"B2","社会・公共","5","公共の課題","nguồn lực","人的・物的資源","draft"
"B2","社会・公共","5","公共の課題","hiệu quả","効果的な・効率","legacy-match"
"B2","社会・公共","5","公共の課題","bền vững","持続可能な","draft"
"B2","社会・公共","5","公共の課題","khả thi","実行可能な","draft"
"B2","社会・公共","5","公共の課題","ưu tiên","優先する","legacy-match"
"B2","社会・公共","5","公共の課題","cam kết","約束・確約する","draft"
"B2","社会・公共","5","公共の課題","thực thi","施行する","draft"
"B2","経済・ビジネス","1","経済の基礎","kinh tế","経済","legacy-match"
"B2","経済・ビジネス","1","経済の基礎","thị trường","市場（経済）","draft"
"B2","経済・ビジネス","1","経済の基礎","cung","供給","draft"
"B2","経済・ビジネス","1","経済の基礎","cầu thị trường","市場需要","draft"
"B2","経済・ビジネス","1","経済の基礎","sản xuất","生産する","draft"
"B2","経済・ビジネス","1","経済の基礎","tiêu dùng","消費する","draft"
"B2","経済・ビジネス","1","経済の基礎","đầu tư","投資する","draft"
"B2","経済・ビジネス","1","経済の基礎","tăng trưởng","経済などの成長","draft"
"B2","経済・ビジネス","1","経済の基礎","suy thoái","景気後退","draft"
"B2","経済・ビジネス","1","経済の基礎","lạm phát","インフレーション","draft"
